Date,Bandarawela,Dambulla,Kandy,Keppetipola,Meegoda,Norochchole,Nuwaraeliya,Peliyagoda,Thambuththegama,Veyangoda
2020-02-09,235.0,79.17,170.0,105.0,440.0,265.0,273.33,85.0,255.0,265.83
2020-02-10,110.0,100.0,85.0,175.0,265.0,357.5,240.0,235.0,138.33,300.0
2020-02-11,151.67,135.0,213.33,305.0,275.0,155.0,285.0,125.0,305.0,110.0
2020-02-12,300.0,142.86,151.67,400.0,310.0,319.0,240.0,65.0,170.0,305.0
2020-02-13,325.0,545.0,335.0,250.0,205.0,135.0,250.0,236.9,135.0,225.0
2020-02-14,375.0,255.0,165.0,276.25,238.57,581.67,208.33,114.44,635.0,185.0
2020-02-15,485.0,335.0,141.25,130.0,325.0,314.0,142.5,285.0,311.0,173.33
2020-02-16,250.24,195.0,215.0,97.0,89.29,550.0,158.75,90.0,190.0,205.0
2020-02-17,325.0,230.0,115.0,131.25,308.0,285.0,132.5,250.0,165.0,425.0
2020-02-18,276.67,100.0,197.5,270.0,126.67,95.0,327.5,235.0,325.0,290.0
2020-02-19,95.0,101.67,290.0,232.5,95.0,85.0,135.0,342.5,271.19,235.0
2020-02-20,80.0,85.0,136.9,225.0,275.0,45.0,110.0,191.25,515.0,375.0
2020-02-21,290.0,336.67,115.0,140.0,152.5,125.0,83.0,231.67,326.82,125.0
2020-02-22,240.0,80.0,135.0,215.0,136.25,225.0,360.0,135.0,340.0,210.0
2020-02-23,190.0,155.0,120.0,260.0,386.67,255.0,515.0,135.0,227.5,170.0
2020-02-24,290.0,330.0,140.0,184.05,265.0,331.67,115.0,125.0,330.0,292.5
2020-02-25,340.0,200.0,138.81,170.0,255.0,85.0,80.0,240.0,95.0,273.33
2020-02-26,165.0,265.0,337.5,225.71,290.0,142.5,365.0,135.0,330.0,287.5
2020-02-27,205.0,105.0,291.67,270.0,272.5,168.33,575.0,175.0,130.0,150.0
2020-02-28,72.5,203.33,380.0,135.0,241.67,577.5,400.0,110.0,135.0,120.0
2020-02-29,500.0,215.0,125.0,125.0,155.0,257.5,320.0,290.0,360.0,195.0
2020-03-01,155.0,117.86,323.0,475.0,125.0,91.67,110.0,335.0,275.0,220.0
2020-03-02,115.0,100.0,115.0,135.0,320.0,135.0,115.0,125.0,248.75,140.0
2020-03-03,357.5,291.67,120.0,237.5,125.0,125.0,302.5,375.0,85.0,250.0
2020-03-04,137.0,265.0,130.0,475.0,136.25,266.67,340.0,291.67,370.0,325.0
2020-03-05,256.82,375.0,241.25,190.0,105.0,250.0,335.0,95.0,310.0,131.67
2020-03-06,285.0,320.0,100.0,175.0,100.0,110.0,173.0,295.0,155.71,335.0
2020-03-07,290.0,75.0,275.0,275.0,95.0,365.0,153.81,121.0,206.67,192.5
2020-03-08,145.48,148.33,105.0,132.5,210.0,300.0,375.0,103.75,290.0,210.0
2020-03-09,135.0,130.0,401.0,65.0,166.43,140.0,320.0,140.0,131.67,192.5
2020-03-10,360.0,75.0,95.0,190.0,200.0,327.5,475.0,240.0,115.0,155.0
2020-03-11,95.0,200.0,300.0,213.33,363.33,151.67,213.75,118.33,135.0,175.0
2020-03-12,85.0,175.0,241.67,303.33,190.0,325.0,275.0,132.5,291.67,236.67
2020-03-13,425.0,280.0,122.5,170.0,430.0,245.0,290.0,380.0,235.0,340.0
2020-03-14,145.0,230.0,310.83,198.33,180.0,75.0,425.0,275.0,162.5,355.0
2020-03-15,345.0,125.0,320.0,370.0,212.5,152.5,290.0,240.0,314.0,190.0
2020-03-16,208.33,125.0,130.0,136.67,575.0,197.86,365.0,245.0,105.0,85.0
2020-03-17,215.0,95.0,270.0,125.0,360.0,103.57,220.0,300.0,350.0,401.0
2020-03-18,115.0,120.0,375.0,275.0,85.0,166.67,110.0,375.0,325.0,245.0
2020-03-19,232.5,245.0,425.0,265.0,186.25,93.33,150.0,365.0,110.0,370.0
2020-03-20,348.33,80.0,265.0,130.0,95.0,167.5,95.0,115.0,130.0,360.0
2020-03-21,103.57,391.67,425.0,135.0,365.0,97.5,370.0,340.0,105.0,135.0
2020-03-22,375.0,435.0,253.75,135.0,135.0,120.24,448.33,290.0,275.0,140.0
2020-03-23,135.0,360.0,345.0,138.33,316.25,325.0,182.5,322.5,175.0,240.0
2020-03-24,410.0,300.0,280.0,240.0,232.5,390.0,115.0,165.0,200.0,130.0
2020-03-25,312.5,329.0,149.29,170.0,165.0,130.0,540.0,375.0,240.0,386.25
2020-03-26,215.0,135.0,194.0,310.0,140.0,365.0,125.0,530.0,291.67,155.0
2020-03-27,385.0,141.0,265.0,290.0,125.0,308.33,475.0,240.0,255.0,130.0
2020-03-28,145.0,175.0,278.33,135.0,290.0,135.0,515.0,125.0,175.0,140.0
2020-03-29,105.0,230.0,147.5,79.76,65.0,535.0,210.0,103.33,140.0,380.0
2020-03-30,301.67,145.0,115.0,145.0,156.67,243.0,274.17,80.0,125.0,210.0
2020-03-31,112.5,164.55,320.0,223.57,320.0,115.0,125.0,125.0,160.0,240.0
2020-04-01,185.0,340.0,197.5,125.0,90.0,146.67,465.0,235.0,265.0,140.0
2020-04-02,370.0,207.5,155.0,300.0,246.67,160.0,303.33,115.0,206.25,115.0
2020-04-03,145.0,145.0,113.33,275.0,190.0,110.0,80.0,155.0,185.0,348.33
2020-04-04,375.0,135.0,415.0,135.0,302.08,112.27,275.0,195.71,402.0,365.0
2020-04-05,224.0,290.0,185.0,132.5,290.0,375.0,368.33,85.0,90.0,360.0
2020-04-06,325.0,97.5,166.67,425.0,145.0,170.0,193.33,88.33,170.0,375.0
2020-04-07,130.0,113.33,265.0,135.0,115.0,100.0,85.0,175.0,135.0,85.0
2020-04-08,139.0,132.5,110.0,395.0,280.0,160.0,255.0,97.5,310.45,425.0
2020-04-09,300.0,335.0,315.0,120.0,237.5,155.0,165.0,135.0,138.33,150.0
2020-04-10,300.0,136.9,125.0,150.0,315.0,148.18,261.67,435.0,386.67,310.0
2020-04-11,325.0,290.0,155.0,310.0,115.0,395.0,180.0,133.57,105.0,310.0
2020-04-12,345.0,360.0,178.33,240.0,226.67,155.0,95.0,465.0,375.0,290.0
2020-04-13,375.0,375.0,111.25,140.0,145.0,150.0,95.0,345.0,125.0,259.17
2020-04-14,115.0,260.0,115.0,75.0,160.0,95.0,270.0,227.5,425.0,225.0
2020-04-15,105.0,110.0,333.5,261.67,174.17,140.0,315.0,120.0,465.0,225.0
2020-04-16,148.33,141.0,190.0,225.0,160.0,323.75,80.0,425.0,450.0,566.67
2020-04-17,365.0,325.0,183.33,130.0,358.33,155.0,220.0,235.0,145.0,210.0
2020-04-18,250.0,348.33,100.0,145.0,362.5,300.0,335.0,310.0,220.0,645.0
2020-04-19,125.0,375.0,125.0,350.0,325.0,255.0,120.0,210.0,375.0,182.5
2020-04-20,295.0,390.0,295.0,113.33,175.0,270.0,94.17,190.0,187.5,145.24
2020-04-21,371.67,430.0,240.0,130.0,215.0,185.0,110.0,110.0,196.0,219.29
2020-04-22,132.5,93.33,111.67,85.0,323.33,310.0,145.0,155.0,148.57,365.0
2020-04-23,110.0,232.0,118.33,245.0,310.0,290.0,105.0,260.0,490.0,125.0
2020-04-24,445.91,305.0,285.0,255.0,155.0,190.91,165.0,290.0,256.82,115.0
2020-04-25,135.0,215.0,143.0,122.5,183.33,155.0,125.0,95.0,182.5,125.0
2020-04-26,205.0,218.33,193.89,185.0,190.0,350.25,300.0,310.0,110.0,243.1
2020-04-27,310.0,80.0,290.0,162.5,165.0,333.18,210.0,155.0,110.0,210.0
2020-04-28,130.0,105.0,243.0,270.0,123.75,260.0,145.0,75.0,210.0,237.5
2020-04-29,85.0,140.0,240.0,151.67,105.0,390.0,105.0,340.0,305.0,210.0
2020-04-30,155.83,110.0,290.0,135.0,260.0,130.83,155.0,120.0,125.0,290.0
2020-05-01,225.0,85.0,490.0,350.0,357.5,335.0,210.0,131.67,155.0,190.0
2020-05-02,315.0,325.0,391.67,365.0,310.0,310.0,142.5,365.0,325.0,265.0
2020-05-03,190.91,180.0,105.0,95.0,275.0,127.5,373.75,200.0,375.0,171.67
2020-05-04,150.0,370.0,270.0,280.0,200.0,340.0,65.0,85.0,230.0,190.0
2020-05-05,565.0,300.0,85.0,210.0,121.67,260.0,278.75,260.0,130.0,290.0
2020-05-06,257.5,235.0,270.0,365.0,165.0,190.0,167.5,307.38,249.05,140.0
2020-05-07,155.0,125.0,280.0,103.75,290.0,345.0,323.75,90.0,125.0,117.5
2020-05-08,290.0,320.0,300.0,220.0,448.33,218.33,255.0,215.0,275.0,135.0
2020-05-09,235.0,190.0,163.75,105.0,135.0,145.0,215.0,125.0,130.0,143.75
2020-05-10,260.0,145.0,120.0,100.0,363.33,125.0,161.67,95.0,205.0,106.67
2020-05-11,155.0,290.0,160.0,110.0,263.33,147.86,390.0,155.0,372.5,265.0
2020-05-12,231.19,270.0,278.33,213.33,153.0,135.0,280.0,115.0,165.0,125.0
2020-05-13,190.0,110.0,81.67,125.0,121.25,525.0,240.0,280.0,310.0,143.0
2020-05-14,208.33,197.5,100.0,255.0,238.33,360.0,207.5,210.0,145.0,275.0
2020-05-15,125.0,400.0,285.0,348.33,95.0,253.33,305.0,280.0,285.0,325.0
2020-05-16,175.0,335.0,165.0,80.0,233.33,137.86,223.33,390.0,160.0,290.0
2020-05-17,215.0,167.5,213.33,240.0,125.0,67.5,230.0,240.0,155.0,503.33
2020-05-18,155.0,330.0,325.0,110.0,170.0,101.67,278.33,170.0,169.0,327.5
2020-05-19,96.36,325.0,190.0,515.0,290.0,115.0,90.0,161.67,133.33,530.0
2020-05-20,136.9,223.5,175.0,330.0,375.0,375.0,253.33,203.33,260.0,120.0
2020-05-21,308.33,171.67,545.0,116.67,465.0,170.0,125.0,85.0,239.17,200.0
2020-05-22,322.5,290.0,325.0,135.0,161.67,187.5,425.0,175.0,190.0,93.33
2020-05-23,210.0,265.0,145.0,225.0,125.0,95.0,114.0,150.0,375.0,265.0
2020-05-24,485.0,380.0,325.0,375.0,276.67,85.0,286.67,138.33,330.0,105.0
2020-05-25,105.0,495.0,325.0,295.0,190.0,210.0,215.0,101.67,415.0,140.0
2020-05-26,293.75,135.0,316.67,78.33,183.33,125.0,145.0,95.0,145.0,115.0
2020-05-27,305.0,420.0,325.0,84.52,260.0,212.5,117.5,235.0,172.5,310.0
2020-05-28,120.0,575.0,110.0,215.0,375.0,127.0,575.0,441.67,135.0,142.5
2020-05-29,215.0,120.0,460.0,370.0,215.0,230.0,174.75,125.0,155.0,131.67
2020-05-30,260.0,225.0,465.0,290.0,105.0,145.0,390.0,310.0,245.0,147.86
2020-05-31,110.0,230.0,300.0,200.0,190.0,400.0,110.0,137.0,395.0,175.0
2020-06-01,590.0,91.0,425.0,85.0,225.71,210.0,260.0,135.0,303.33,126.11
2020-06-02,100.0,227.5,135.0,103.33,280.0,189.0,145.0,142.5,250.0,145.0
2020-06-03,290.0,164.55,125.0,235.0,220.5,330.75,230.0,300.0,102.5,153.33
2020-06-04,325.0,110.0,165.0,475.0,415.0,325.0,190.0,260.0,265.0,75.0
2020-06-05,105.0,250.0,135.0,125.0,315.0,176.67,270.0,310.0,410.0,365.0
2020-06-06,575.0,325.0,145.0,213.75,90.0,130.0,165.0,310.45,115.0,210.0
2020-06-07,206.67,75.0,150.0,130.0,91.67,375.0,166.43,285.83,65.0,184.0
2020-06-08,135.0,405.0,156.67,125.0,275.0,103.12,220.0,340.0,135.0,195.0
2020-06-09,315.0,260.0,328.64,85.0,266.67,275.0,275.0,325.0,144.17,90.0
2020-06-10,135.0,170.0,148.81,215.0,360.0,113.33,105.0,204.09,125.0,182.0
2020-06-11,175.0,82.5,335.0,245.0,314.55,550.0,144.17,192.5,235.0,315.0
2020-06-12,125.0,155.0,230.0,218.33,130.0,525.0,175.0,168.33,375.0,125.0
2020-06-13,156.67,130.0,240.0,110.0,182.0,210.0,310.0,102.0,120.56,150.0
2020-06-14,95.0,215.0,141.67,300.0,145.0,255.0,265.0,375.0,406.67,357.5
2020-06-15,273.33,125.0,125.0,80.0,145.0,425.0,107.5,310.0,130.0,425.0
2020-06-16,308.33,240.0,175.91,122.62,95.0,130.0,125.0,155.0,290.0,127.5
2020-06-17,225.0,101.67,365.0,310.0,290.0,293.75,365.0,290.0,176.0,145.0
2020-06-18,163.75,390.0,575.0,375.0,276.25,98.0,180.0,145.0,95.0,310.0
2020-06-19,155.0,291.25,130.0,200.0,277.5,90.0,262.5,352.5,265.0,350.0
2020-06-20,300.0,267.5,175.0,290.0,152.5,360.0,95.0,300.0,110.0,448.33
2020-06-21,310.0,368.33,285.0,265.0,155.0,205.0,100.0,275.0,140.48,105.0
2020-06-22,225.0,290.0,135.0,243.0,183.57,252.5,425.0,125.0,305.0,130.0
2020-06-23,230.0,110.0,180.0,325.0,375.0,118.0,321.67,265.0,466.0,200.0
2020-06-24,200.0,280.0,185.0,475.0,265.0,235.0,235.0,165.0,280.0,436.67
2020-06-25,146.67,145.0,200.0,348.33,85.0,282.5,129.0,280.0,256.67,249.05
2020-06-26,160.0,260.0,135.0,415.0,82.14,310.0,425.0,330.0,170.0,155.0
2020-06-27,335.0,245.0,392.5,165.0,275.0,103.89,100.0,136.25,175.0,230.0
2020-06-28,315.0,415.0,348.33,125.0,141.9,315.0,145.0,155.0,421.67,320.0
2020-06-29,140.0,217.27,365.0,175.0,135.0,100.0,250.0,220.0,190.0,250.0
2020-06-30,95.0,105.0,122.38,95.0,275.0,160.0,270.0,315.0,500.0,90.0
2020-07-01,170.0,277.5,125.0,105.0,245.0,110.0,170.0,150.0,140.71,187.5
2020-07-02,180.0,195.0,340.0,245.0,85.0,385.0,142.86,240.0,85.0,210.0
2020-07-03,191.25,148.33,155.0,110.0,120.0,180.0,83.33,265.0,162.5,260.0
2020-07-04,305.0,143.33,245.0,135.0,136.9,195.0,248.33,325.0,375.0,130.0
2020-07-05,460.0,150.0,260.0,275.0,274.17,365.0,165.0,550.0,136.67,240.0
2020-07-06,155.0,125.0,336.67,118.33,140.0,240.0,118.0,330.0,80.0,305.0
2020-07-07,292.5,232.5,320.0,110.0,95.0,235.0,290.0,265.0,365.0,305.0
2020-07-08,218.81,275.0,125.0,327.5,230.0,210.0,110.0,265.0,245.0,243.75
2020-07-09,155.0,135.0,130.0,275.0,265.0,240.0,163.33,280.0,225.0,146.67
2020-07-10,235.0,280.0,497.73,325.0,135.0,250.0,101.67,265.0,170.0,230.0
2020-07-11,270.0,233.33,127.5,220.83,300.0,145.0,205.0,290.0,210.0,142.5
2020-07-12,318.64,128.33,190.0,132.5,315.0,190.0,140.0,350.0,240.0,150.0
2020-07-13,475.0,332.5,120.0,330.0,176.0,305.0,240.0,375.0,140.0,225.24
2020-07-14,135.0,400.0,135.0,150.0,154.09,260.0,315.0,260.0,265.0,45.0
2020-07-15,240.0,190.0,325.0,172.5,110.0,465.0,240.0,190.91,135.0,135.0
2020-07-16,415.0,145.0,175.0,280.0,197.5,380.0,215.0,265.0,95.0,260.0
2020-07-17,140.0,218.33,125.0,153.0,236.9,213.33,275.0,345.0,152.5,305.0
2020-07-18,105.0,125.0,225.0,160.0,375.0,65.0,400.0,235.0,215.0,135.0
2020-07-19,131.25,150.0,110.0,270.0,138.33,110.0,245.0,125.0,95.0,275.0
2020-07-20,465.0,197.5,385.0,90.0,415.0,90.0,138.81,410.0,88.33,93.33
2020-07-21,432.0,170.0,160.0,135.0,255.0,185.0,138.18,110.0,295.0,118.33
2020-07-22,265.0,135.0,315.0,126.67,135.95,200.0,300.0,390.0,250.0,125.0
2020-07-23,135.0,55.0,310.0,310.0,135.0,527.5,335.0,140.0,241.25,325.0
2020-07-24,215.0,117.5,282.5,343.33,295.0,192.86,210.0,418.33,245.0,155.0
2020-07-25,213.33,415.0,342.5,175.0,342.5,260.0,340.0,145.0,160.0,265.0
2020-07-26,155.0,275.0,103.33,225.0,335.0,153.33,240.0,160.0,265.0,195.0
2020-07-27,105.0,185.0,155.0,122.5,110.0,140.0,85.0,240.48,270.0,233.25
2020-07-28,242.5,365.0,226.67,112.78,191.67,170.0,340.0,130.0,220.0,340.0
2020-07-29,325.0,100.0,322.5,136.67,240.0,225.0,125.0,135.0,126.67,135.0
2020-07-30,210.0,115.0,315.0,175.0,185.0,145.0,243.33,105.0,335.0,105.0
2020-07-31,400.0,135.0,200.0,125.0,535.0,350.0,327.5,340.0,285.0,105.0
2020-08-01,175.0,350.0,290.0,280.0,210.0,315.0,135.0,120.0,155.0,200.0
2020-08-02,250.0,175.0,290.0,210.0,95.0,462.5,410.0,142.5,97.0,135.0
2020-08-03,141.25,183.33,360.0,148.33,120.0,126.11,235.0,325.0,143.75,230.0
2020-08-04,350.0,90.0,180.0,130.0,432.0,190.0,245.0,105.0,220.83,272.5
2020-08-05,375.0,227.5,135.0,290.0,105.0,75.0,80.0,300.0,145.0,170.0
2020-08-06,145.0,170.0,121.67,155.0,310.0,275.0,425.0,280.0,270.0,223.5
2020-08-07,135.0,202.5,147.62,440.0,346.67,348.33,130.0,200.0,300.0,155.0
2020-08-08,390.0,255.0,270.0,98.33,260.0,325.0,85.0,95.0,375.0,190.0
2020-08-09,291.67,218.75,285.0,77.5,200.0,326.67,135.0,105.0,77.5,333.18
2020-08-10,225.0,255.0,275.0,115.0,127.5,204.0,95.0,200.0,82.5,275.0
2020-08-11,360.0,180.0,250.0,246.67,465.0,175.0,105.0,287.5,290.0,223.75
2020-08-12,190.0,107.5,270.0,198.33,290.0,175.0,135.0,350.0,558.33,240.0
2020-08-13,167.5,145.0,160.0,81.67,208.33,260.0,122.38,290.0,225.0,305.0
2020-08-14,210.0,215.0,190.0,262.5,267.5,240.0,185.0,145.0,280.0,135.0
2020-08-15,373.33,285.0,190.0,291.25,105.0,270.0,105.0,360.0,365.0,275.0
2020-08-16,245.0,391.67,135.0,280.95,265.0,315.0,121.67,124.55,360.0,575.0
2020-08-17,155.0,150.0,278.33,321.67,250.0,100.0,120.0,120.0,115.0,75.0
2020-08-18,233.33,140.0,232.5,335.0,131.25,128.75,225.0,145.0,110.0,135.0
2020-08-19,334.05,264.29,260.0,125.0,308.33,145.0,125.0,290.0,170.0,260.0
2020-08-20,180.0,325.0,135.0,122.5,105.0,218.33,217.5,365.0,400.0,326.25
2020-08-21,148.33,215.0,285.0,105.0,150.0,135.0,135.83,183.33,135.0,125.0
2020-08-22,210.0,253.33,375.0,240.0,250.0,375.0,335.0,165.0,400.0,324.0
2020-08-23,135.0,141.67,240.0,143.0,106.25,415.0,95.0,155.0,238.75,235.0
2020-08-24,155.0,320.0,91.67,153.33,210.0,240.0,359.55,380.0,145.0,370.0
2020-08-25,92.5,185.0,95.0,321.0,177.5,210.0,119.55,253.33,111.25,115.0
2020-08-26,76.67,125.0,140.0,250.0,72.5,163.33,250.0,197.5,170.0,280.0
2020-08-27,233.33,287.5,232.5,130.0,133.33,270.0,275.0,175.0,81.67,185.0
2020-08-28,130.95,98.0,131.67,96.36,290.0,115.0,110.0,260.0,300.0,390.0
2020-08-29,270.0,115.0,161.67,170.0,291.75,135.0,351.67,85.0,125.0,183.33
2020-08-30,260.0,395.0,310.0,280.0,302.5,200.0,360.0,227.5,175.0,183.33
2020-08-31,250.0,80.0,130.0,155.0,135.0,365.0,111.25,273.33,130.0,224.0
2020-09-01,95.0,350.0,270.0,138.33,125.0,283.33,225.0,125.0,121.43,275.0
2020-09-02,84.52,350.0,243.33,230.0,102.0,365.0,313.33,102.5,325.0,85.0
2020-09-03,387.5,145.0,189.0,155.0,240.0,175.0,396.67,315.0,335.0,180.0
2020-09-04,138.33,115.0,265.0,125.0,257.14,85.0,135.71,402.0,375.0,180.0
2020-09-05,285.0,175.0,251.0,110.0,415.0,145.0,110.0,75.0,110.0,280.0
2020-09-06,240.0,240.0,130.0,95.0,146.67,310.0,115.0,260.0,315.0,290.0
2020-09-07,213.75,239.17,130.0,410.0,88.33,131.67,95.0,241.67,475.0,163.75
2020-09-08,138.33,103.33,85.0,115.0,150.0,95.0,105.0,105.0,85.0,190.0
2020-09-09,106.67,375.0,135.0,360.0,245.0,190.0,263.33,270.0,240.0,130.0
2020-09-10,300.0,157.5,194.0,200.0,213.33,125.0,102.5,235.0,138.33,180.0
2020-09-11,190.0,210.0,207.5,425.0,86.67,161.67,325.0,260.0,142.5,255.0
2020-09-12,290.0,234.5,239.0,130.0,425.0,220.0,200.0,125.0,255.0,335.0
2020-09-13,177.78,190.0,300.0,75.0,310.0,245.0,95.0,110.0,340.0,565.0
2020-09-14,125.0,210.0,155.0,175.0,297.5,135.0,231.67,275.0,130.0,375.0
2020-09-15,101.67,77.5,225.0,141.0,310.0,240.0,115.0,371.67,77.38,150.0
2020-09-16,276.67,102.5,110.0,315.0,153.33,402.0,375.0,215.0,585.0,91.25
2020-09-17,201.67,67.5,190.0,85.0,257.5,302.62,98.0,215.0,170.0,162.5
2020-09-18,103.75,375.0,215.0,348.75,345.0,323.33,170.0,109.0,125.0,135.0
2020-09-19,240.0,130.0,285.0,115.0,121.25,396.67,110.0,360.0,315.0,300.0
2020-09-20,330.0,100.0,115.0,360.0,118.33,125.0,165.0,270.0,375.0,158.33
2020-09-21,255.0,425.0,273.33,465.0,285.0,288.33,250.0,285.0,273.33,210.0
2020-09-22,290.0,95.0,295.0,115.0,272.5,93.33,115.0,153.33,425.0,130.0
2020-09-23,110.0,85.0,78.33,270.0,365.0,125.0,85.0,335.0,135.0,115.0
2020-09-24,255.0,138.0,335.0,340.0,155.0,105.0,205.0,160.0,91.67,326.25
2020-09-25,85.0,225.0,261.67,247.5,355.0,135.0,283.33,575.0,110.0,126.67
2020-09-26,240.0,320.0,115.0,340.0,495.0,95.0,260.0,122.5,275.0,150.0
2020-09-27,176.67,185.0,144.52,270.0,365.0,365.0,130.0,206.67,155.0,115.0
2020-09-28,271.67,291.25,375.0,77.5,120.0,310.0,95.0,85.0,113.33,80.0
2020-09-29,243.33,257.5,335.0,240.0,290.0,250.0,325.0,365.0,120.0,143.33
2020-09-30,110.0,222.5,275.0,185.0,153.33,271.67,125.0,105.0,575.0,270.0
2020-10-01,375.0,189.52,130.0,305.0,120.0,235.0,325.0,240.0,110.0,171.67
2020-10-02,220.0,390.0,245.0,270.0,144.52,165.0,193.33,153.33,130.0,210.0
2020-10-03,123.75,172.5,125.0,298.33,125.0,115.0,125.0,355.0,271.67,290.0
2020-10-04,220.0,130.0,125.0,265.0,95.0,375.0,485.0,275.0,263.33,135.0
2020-10-05,302.08,195.0,65.0,280.0,105.0,110.0,226.25,190.0,425.0,170.0
2020-10-06,107.5,280.0,105.0,225.0,425.0,100.0,323.75,176.67,145.0,72.5
2020-10-07,90.0,125.0,135.0,325.0,135.0,255.0,275.0,275.0,236.67,291.25
2020-10-08,198.33,355.0,100.0,250.0,375.0,115.0,120.0,360.0,115.0,163.33
2020-10-09,230.0,465.0,280.0,130.0,325.0,95.0,242.5,137.5,120.0,335.0
2020-10-10,225.0,322.5,195.0,335.0,115.0,441.67,165.0,208.75,160.62,115.0
2020-10-11,145.0,255.0,131.67,506.67,275.0,290.0,110.0,215.0,110.0,120.0
2020-10-12,100.0,271.67,351.67,90.0,155.0,100.0,210.0,280.0,220.0,103.33
2020-10-13,271.67,120.0,218.33,575.0,390.0,103.12,365.0,335.0,250.0,268.75
2020-10-14,240.0,410.0,110.0,125.0,458.33,315.0,190.0,245.0,141.0,275.0
2020-10-15,275.0,285.0,75.0,125.0,72.5,130.95,210.0,173.0,130.0,185.0
2020-10-16,260.0,80.0,130.0,107.5,153.33,225.0,115.0,77.38,91.67,155.0
2020-10-17,430.0,375.0,103.12,130.0,240.0,166.67,210.0,260.0,155.0,95.0
2020-10-18,280.0,116.67,148.33,310.0,535.0,365.0,80.0,270.0,275.0,215.0
2020-10-19,105.0,275.0,153.33,143.33,115.0,115.0,280.0,125.0,475.0,113.1
2020-10-20,290.0,135.0,169.0,325.0,155.0,375.0,175.0,223.33,230.0,110.0
