Date,Kandy,Dambulla,Buy Rate
2021-03-05,75.0,180.0,194.01
2021-03-06,68.33,140.83,194.02
2021-03-07,61.67,101.67,194.03
2021-03-08,55.0,62.5,194.05
2021-03-09,123.33,145.0,194.35
2021-03-10,191.67,227.5,194.37
2021-03-11,250.83,273.75,194.41
2021-03-12,310.0,320.0,194.44
2021-03-13,251.67,248.33,194.44
2021-03-14,193.33,176.67,194.43
2021-03-15,135.0,105.0,194.43
2021-03-16,135.0,85.0,195.28
2021-03-17,95.0,90.0,197.58
2021-03-18,75.0,75.0,195.3
2021-03-19,75.0,62.5,195.28
2021-03-20,71.67,60.83,195.31
2021-03-21,68.33,59.17,195.34
2021-03-22,65.0,57.5,195.38
2021-03-23,65.0,52.5,196.39
2021-03-24,65.0,47.5,196.92
2021-03-25,65.0,55.0,196.41
2021-03-26,65.0,60.0,196.72
2021-03-27,68.33,61.67,196.91
2021-03-28,71.67,63.33,197.09
2021-03-29,75.0,65.0,197.28
2021-03-30,75.0,55.0,196.83
2021-03-31,115.0,65.0,197.62
2021-04-01,95.0,105.0,197.0
2021-04-02,87.5,117.5,197.06
2021-04-03,80.0,130.0,197.12
2021-04-04,72.5,142.5,197.19
2021-04-05,65.0,155.0,197.25
2021-04-06,65.0,121.67,198.0
2021-04-07,65.0,88.33,198.56
2021-04-08,65.0,55.0,199.21
2021-04-09,60.0,51.25,199.04
2021-04-10,58.33,49.07,199.08
2021-04-11,56.67,46.9,199.11
2021-04-12,55.0,44.72,199.15
2021-04-13,55.0,43.33,199.37
2021-04-14,55.0,41.94,199.59
2021-04-15,55.0,40.56,199.81
2021-04-16,55.0,39.17,195.72
2021-04-17,55.0,37.78,193.12
2021-04-18,55.0,36.39,190.53
2021-04-19,55.0,35.0,187.93
2021-04-20,65.0,42.5,190.29
2021-04-21,55.0,40.0,195.1
2021-04-22,55.0,35.0,193.41
2021-04-23,65.0,40.0,192.51
2021-04-24,62.5,40.0,192.98
2021-04-25,60.0,40.0,193.45
2021-04-26,57.5,40.0,193.92
2021-04-27,55.0,40.0,194.39
2021-04-28,75.0,40.0,194.86
2021-04-29,75.0,40.0,196.11
2021-04-30,75.0,40.0,195.91
2021-05-01,105.0,78.33,195.85
2021-05-02,135.0,116.67,195.79
2021-05-03,165.0,155.0,195.73
2021-05-04,85.0,75.0,195.18
2021-05-05,65.0,55.0,195.08
2021-05-06,70.0,65.0,196.77
2021-05-07,75.0,75.0,197.55
2021-05-08,65.0,66.67,197.57
2021-05-09,55.0,58.33,197.58
2021-05-10,45.0,50.0,197.6
2021-05-11,81.67,71.67,197.6
2021-05-12,118.33,93.33,197.82
2021-05-13,155.0,115.0,197.38
2021-05-14,143.75,107.5,197.41
2021-05-15,132.5,100.0,197.44
2021-05-16,121.25,92.5,197.47
2021-05-17,110.0,85.0,197.5
2021-05-18,95.0,105.0,198.27
2021-05-19,135.0,185.0,198.3
2021-05-20,195.0,200.0,198.18
2021-05-21,155.0,185.0,198.3
2021-05-22,149.55,174.55,198.17
2021-05-23,144.09,164.09,198.04
2021-05-24,138.64,153.64,197.91
2021-05-25,133.18,143.18,198.03
2021-05-26,127.73,132.73,197.99
2021-05-27,122.27,122.27,197.95
2021-05-28,116.82,111.82,197.91
2021-05-29,111.36,101.36,197.91
2021-05-30,105.91,90.91,197.91
2021-05-31,100.45,80.45,197.91
2021-06-01,95.0,70.0,198.03
2021-06-02,91.67,71.67,197.91
2021-06-03,88.33,73.33,197.81
2021-06-04,85.0,75.0,198.13
2021-06-05,75.0,70.0,198.02
2021-06-06,65.0,65.0,197.92
2021-06-07,55.0,60.0,197.81
2021-06-08,65.0,57.5,197.93
2021-06-09,135.0,105.0,197.91
2021-06-10,45.0,47.5,197.91
2021-06-11,217.5,193.75,198.13
2021-06-12,243.33,214.72,198.12
2021-06-13,269.17,235.69,198.12
2021-06-14,295.0,256.67,198.11
2021-06-15,247.5,215.0,197.93
2021-06-16,200.0,173.33,197.93
2021-06-17,152.5,131.67,198.03
2021-06-18,105.0,90.0,198.03
2021-06-19,105.0,96.67,197.99
2021-06-20,105.0,103.33,197.95
2021-06-21,105.0,110.0,197.91
2021-06-22,105.0,90.0,198.03
2021-06-23,95.0,135.0,197.92
2021-06-24,90.0,122.5,197.72
2021-06-25,85.0,110.0,197.52
2021-06-26,75.0,110.0,197.45
2021-06-27,65.0,110.0,197.38
2021-06-28,55.0,110.0,197.31
2021-06-29,65.0,65.0,197.31
2021-06-30,65.0,65.0,197.33
2021-07-01,85.0,90.0,197.4
2021-07-02,81.67,80.83,198.22
2021-07-03,79.44,75.56,197.98
2021-07-04,77.22,70.28,197.74
2021-07-05,75.0,65.0,197.5
2021-07-06,70.0,63.75,197.8
2021-07-07,65.0,62.5,198.12
2021-07-08,58.33,63.33,197.9
2021-07-09,51.67,64.17,197.9
2021-07-10,166.11,161.11,198.01
2021-07-11,280.56,258.06,198.11
2021-07-12,395.0,355.0,198.22
2021-07-13,65.0,45.0,198.32
2021-07-14,55.0,47.5,197.9
2021-07-15,55.0,45.0,198.12
2021-07-16,65.0,49.38,198.12
2021-07-17,75.0,53.75,198.05
2021-07-18,85.0,58.12,197.98
2021-07-19,95.0,62.5,197.9
2021-07-20,115.0,90.0,197.9
2021-07-21,95.0,72.5,197.91
2021-07-22,75.0,55.0,197.92
2021-07-23,67.5,48.75,197.92
2021-07-24,60.0,42.5,197.91
2021-07-25,52.5,36.25,197.91
2021-07-26,45.0,30.0,197.9
2021-07-27,45.0,30.0,197.8
2021-07-28,45.0,35.0,197.9
2021-07-29,55.0,45.0,197.6
2021-07-30,55.0,55.0,198.4
2021-07-31,85.0,81.67,198.0
2021-08-01,115.0,108.33,197.6
2021-08-02,145.0,135.0,197.21
2021-08-03,165.0,110.0,198.1
2021-08-04,75.0,65.0,198.1
2021-08-05,80.0,77.5,198.32
2021-08-06,85.0,90.0,198.32
2021-08-07,78.33,81.67,198.15
2021-08-08,71.67,73.33,197.97
2021-08-09,65.0,65.0,197.8
2021-08-10,65.0,65.0,198.2
2021-08-11,227.5,212.5,198.3
2021-08-12,390.0,360.0,197.6
2021-08-13,95.0,65.0,198.6
2021-08-14,101.67,74.17,198.53
2021-08-15,108.33,83.33,198.46
2021-08-16,115.0,92.5,198.4
2021-08-17,110.0,85.0,198.2
2021-08-18,95.0,65.0,198.4
2021-08-19,95.0,72.5,197.9
2021-08-20,95.0,90.0,198.2
2021-08-21,90.0,80.62,198.1
2021-08-22,85.0,71.25,198.0
2021-08-23,80.0,61.88,197.9
2021-08-24,75.0,52.5,197.9
2021-08-25,75.0,55.0,197.9
2021-08-26,86.25,66.25,197.9
2021-08-27,97.5,77.5,198.1
2021-08-28,108.75,88.75,198.04
2021-08-29,120.0,100.0,197.97
2021-08-30,131.25,111.25,197.9
2021-08-31,142.5,122.5,198.9
2021-09-01,153.75,133.75,198.86
2021-09-02,165.0,145.0,198.5
2021-09-03,165.0,110.0,198.5
2021-09-04,138.33,113.33,198.5
2021-09-05,111.67,116.67,198.5
2021-09-06,85.0,120.0,198.5
2021-09-07,65.0,65.0,198.5
2021-09-08,65.0,65.0,198.5
2021-09-09,110.0,95.0,198.5
2021-09-10,170.0,142.5,198.5
2021-09-11,155.0,125.0,198.5
2021-09-12,140.0,107.5,198.5
2021-09-13,125.0,90.0,198.5
2021-09-14,115.0,75.0,198.5
2021-09-15,105.0,65.0,198.5
2021-09-16,85.0,65.0,198.5
2021-09-17,75.0,65.0,198.5
2021-09-18,75.0,65.0,198.5
2021-09-19,75.0,65.0,198.5
2021-09-20,75.0,65.0,198.5
2021-09-21,75.0,65.0,198.5
2021-09-22,75.0,50.0,198.5
2021-09-23,65.0,52.5,198.5
2021-09-24,55.0,47.5,198.5
2021-09-25,51.67,45.83,198.5
2021-09-26,48.33,44.17,198.5
2021-09-27,45.0,42.5,198.5
2021-09-28,45.0,55.0,198.5
2021-09-29,65.0,35.0,198.5
2021-09-30,45.0,37.5,198.5
2021-10-01,115.0,95.0,198.5
2021-10-02,114.17,96.67,198.5
2021-10-03,113.33,98.33,198.5
2021-10-04,112.5,100.0,198.5
2021-10-05,85.0,75.0,198.5
2021-10-06,87.5,77.5,198.5
2021-10-07,90.0,80.0,198.5
2021-10-08,92.5,82.5,198.5
2021-10-09,136.67,115.0,198.5
2021-10-10,180.83,147.5,198.5
2021-10-11,225.0,180.0,198.5
2021-10-12,390.0,360.0,198.5
2021-10-13,55.0,77.5,198.5
2021-10-14,55.0,75.0,198.5
2021-10-15,55.0,62.5,198.5
2021-10-16,58.33,62.5,198.5
2021-10-17,61.67,62.5,198.5
2021-10-18,65.0,62.5,198.5
2021-10-19,68.33,70.0,198.5
2021-10-20,71.67,77.5,198.5
2021-10-21,75.0,85.0,198.5
2021-10-22,75.0,75.0,198.5
2021-10-23,91.67,86.67,198.5
2021-10-24,108.33,98.33,198.5
2021-10-25,125.0,110.0,198.5
2021-10-26,125.0,155.0,198.5
2021-10-27,135.0,150.0,198.5
2021-10-28,145.0,162.5,198.5
2021-10-29,132.5,148.12,198.5
2021-10-30,120.0,133.75,198.5
2021-10-31,107.5,119.38,198.5
2021-11-01,95.0,105.0,198.5
2021-11-02,185.0,162.5,198.5
2021-11-03,151.67,132.5,198.5
2021-11-04,118.33,102.5,198.5
2021-11-05,85.0,72.5,198.5
2021-11-06,88.33,70.0,198.5
2021-11-07,91.67,67.5,198.5
2021-11-08,95.0,65.0,198.5
2021-11-09,70.0,65.0,198.5
2021-11-10,45.0,65.0,198.5
2021-11-11,78.33,93.33,198.5
2021-11-12,111.67,121.67,198.5
2021-11-13,145.0,150.0,198.5
2021-11-14,178.33,178.33,198.5
2021-11-15,211.67,206.67,198.5
2021-11-16,245.0,235.0,198.5
2021-11-17,255.0,260.0,198.5
2021-11-18,255.83,266.67,198.5
2021-11-19,256.67,273.33,198.5
2021-11-20,257.5,280.0,198.5
2021-11-21,258.33,286.67,198.5
2021-11-22,259.17,293.33,198.5
2021-11-23,260.0,300.0,198.5
2021-11-24,250.0,235.0,198.5
2021-11-25,260.83,246.67,198.5
2021-11-26,271.67,258.33,198.5
2021-11-27,282.5,270.0,198.5
2021-11-28,293.33,281.67,198.5
2021-11-29,304.17,293.33,198.5
2021-11-30,315.0,305.0,198.5
2021-12-01,95.0,100.0,198.5
2021-12-02,185.0,175.0,198.5
2021-12-03,125.0,100.0,198.5
2021-12-04,110.0,88.75,198.5
2021-12-05,95.0,77.5,198.5
2021-12-06,80.0,66.25,198.5
2021-12-07,65.0,55.0,198.5
2021-12-08,95.0,60.0,198.5
2021-12-09,80.0,70.0,198.5
2021-12-10,65.0,80.0,198.5
2021-12-11,161.67,160.0,198.5
2021-12-12,258.33,240.0,198.5
2021-12-13,355.0,320.0,198.5
2021-12-14,345.0,315.0,198.5
2021-12-15,345.0,325.0,198.5
2021-12-16,330.0,325.0,198.5
2021-12-17,310.0,285.0,198.5
2021-12-18,303.33,263.33,198.5
2021-12-19,296.67,241.67,198.5
2021-12-20,290.0,220.0,198.5
2021-12-21,315.0,210.0,198.5
2021-12-22,295.0,260.0,198.5
2021-12-23,290.0,225.0,198.5
2021-12-24,260.0,190.0,198.5
2021-12-25,231.67,170.0,198.5
2021-12-26,203.33,150.0,198.5
2021-12-27,175.0,130.0,198.5
2021-12-28,145.0,110.0,198.5
2021-12-29,155.0,140.0,198.5
2021-12-30,145.0,150.0,198.5
2021-12-31,160.0,115.0,198.5
2022-01-01,137.5,101.67,198.5
2022-01-02,115.0,88.33,198.5
2022-01-03,92.5,75.0,198.5
