Date,Item,Peliyagoda,Kandy,Dambulla,Meegoda,Norochchole,Thambuththegama,Keppetipola,Nuwaraeliya,Bandarawela,Veyangoda
2022-06-07,Tomato,130-150,150--170,110--120,155--160,,100--130,100--110,100-120,100-110,150--160
2022-06-09,Tomato,180--200,180--200,170--180,200--210,,130-150,160--200,170-200,150-170,180--220
2022-06-10,Tomato,150--170,180--200,180--200,180--220,,160-180,150--160,160-170,140-160,190--200
2022-06-12,Tomato,100--120,110--120,100--120,140--160,,110-140,,90-100,80-110,130--160
2022-06-12,Tomato,100--120,110--120,100--120,140--160,,110-140,,90-100,80-110,130--160
2022-06-13,Tomato,400-430,420--450,350--360,480--500,350--400,450--500,,430-460,,500--550
2022-06-15,Tomato,320-350,400--420,,,,,300--350,330-360,430-450,
2022-06-16,Tomato,330-360,300--350,300--350,530--550,,350--400,300--350,320-340,400-450,450--480
2022-06-17,Tomato,530-550,350--380,300--330,450--500,,430--480,300--350,300-340,380-420,450--500
2022-06-20,Tomato,500-550,480--500,400--450,500--520,,400--450,380--400,380-420,,500--550
2022-06-21,Tomato,450-500,400--420,400--450,500--550,,400--470,300--340,300-320,350-400,
2022-06-22,Tomato,450-480,450--480,400--450,500--520,,420--480,350--400,360-400,350-400,470--520
2022-06-23,Tomato,450-500,400--450,400--450,480--500,,350--400,350--400,380-400,350-400,450--500
2022-06-24,Tomato,450-480,380--400,380--450,450--470,400--450,350--400,350--370,350-380,350-380,440--470
2022-06-27,Tomato,250-300,280--300,200--220,370--400,,250--300,180--220,220-240,,350--400
2022-06-28,Tomato,300-350,200--230,150--200,300--320,,200--250,100--120,110-140,160-180,300--350
2022-06-29,Tomato,220-240,150--180,100--150,180--200,,120--160,75--100,100-120,100-120,230--260
2022-06-30,Tomato,140-160,150--170,90--100,150--160,,100--150,80--90,90-100,100-120,130--150
2022-07-01,Tomato,140-150,110--120,100--130,150--160,,130--150,110-120,150--170,,
2022-07-03,Tomato,280-300,260--280,250--260,270--280,120--170,220--250,240--260,240-260,,260--270
2022-07-04,Tomato,80-100,50--60,60--70,80--90,70--100,60--70,55--65,55-65,40-50,60--80
2022-07-06,Tomato,650-700,580--600,550--600,630--650,,650--700,550--580,540-580,600-650,600--650
2022-07-07,Tomato,140-150,160--170,110--130,160--170,,100--130,100--110,110-130,100-120,150--160
2022-07-09,Tomato,180--200,180--200,160--180,200--210,,130-150,200--220,190-210,160-180,160--190
2022-07-10,Tomato,160--180,180--200,160--170,190--220,,200-220,150--180,160-180,150-160,170--200
2022-07-14,Tomato,140-160,150--180,130--150,,,120--140,110--130,120-140,140-160,
2022-07-15,Tomato,140-150,130--150,120--140,180--200,,110--130,120--130,130-140,130-150,190--200
2022-07-18,Tomato,160-180,170--180,140--150,180--200,,120--140,160--200,180-200,,180--200
2022-07-19,Tomato,240-250,140--160,150--160,200--220,,120--130,150--170,160-180,160-180,150--180
2022-07-20,Tomato,200-220,130--150,150--165,200--220,,130--160,130--150,160-180,160-180,180--200
2022-07-21,Tomato,180-200,180--200,150--165,200--210,,130--160,140--150,150-160,150-180,180--200
2022-07-22,Tomato,230-250,170--180,200--220,200--220,,190--220,170--190,180-200,150-180,170--190
2022-07-25,Tomato,270-280,180--200,160--180,250--260,,160--200,250--280,240-280,,240--250
2022-07-26,Tomato,240-260,180--200,190--200,240--260,,170--200,240--260,230-260,250-280,220--240
2022-07-27,Tomato,230-250,180--200,200--220,250--260,,150--200,220--240,230-250,240-260,230--250
2022-07-28,Tomato,240-260,250--270,250--300,260--280,,150--180,250--280,260-280,260-280,230--260
2022-07-29,Tomato,300-320,250--270,270--300,290--300,,180--210,280--300,270-300,250-280,280--320
2022-08-02,Tomato,110-120,120--130,80--100,100--110,,70--90,90-105,110--110,,
2022-08-02,Tomato,110-120,120--130,80--100,100--110,,70--90,90-105,110--110,,
2022-08-03,Tomato,280-300,270--280,220--240,270--280,170--200,220--250,250--270,240-260,220-250,260--270
2022-08-04,Tomato,90-100,70--80,60--70,90--100,100--140,75--90,60--70,100-130,80-100,70--90
2022-08-06,Tomato,630-660,600--630,550--600,630--650,,670--700,400--450,430-450,550-600,600--650
2022-08-08,Tomato,280-300,250--280,270--300,320--350,,240--260,280--300,280-300,,300--320
2022-08-09,Tomato,180--200,230--250,180--200,200--210,,140-160,200--220,180-220,170-190,170--180
2022-08-11,Tomato,330--350,270-300,250--280,,,300-340,250--300,260-290,250-280,
2022-08-15,Tomato,340-350,360--380,300--320,320--350,,300--330,330--340,320-340,,300--320
2022-08-16,Tomato,330-350,330--350,300--320,340--360,,250--300,300--320,320-340,320-350,320--360
2022-08-17,Tomato,330-350,280--300,260--300,350--370,,250--280,300--320,300-330,300-320,320--350
2022-08-18,Tomato,350-360,280--300,230--260,350--380,,180--230,300--320,300-330,280-300,320--360
2022-08-19,Tomato,280-300,250--280,200--240,320--340,,180--220,280--300,300-320,280-300,330--380
2022-08-22,Tomato,220-240,180--200,130--150,200--230,,140--180,150--180,160-200,,170--190
2022-08-23,Tomato,220-230,150--180,80--110,180--200,,80--120,140--160,140-160,140-160,170--200
2022-08-24,Tomato,150-160,140--150,100--120,140--150,,80--100,100--130,110-130,100-120,120--150
2022-08-25,Tomato,150-170,110--120,60--80,140--150,,80--100,140--160,150-180,100-140,120--130
2022-08-26,Tomato,140-160,110--130,80--100,130--150,,80--100,140--160,150-160,110-140,100--130
2022-08-29,Tomato,140-150,150--160,100--130,130--150,,100--140,100--120,90-100,,120--130
2022-08-30,Tomato,130-150,160--180,130--150,140--160,,120--150,130--150,110-130,120-130,120--150
2022-09-02,Tomato,100-120,100--120,80--100,100--110,,80--100,100-110,110--110,,
2022-09-02,Tomato,100-120,100--120,80--100,100--110,,80--100,100-110,110--110,,
2022-09-03,Tomato,300-320,260--280,240--260,270--280,150--200,230--250,270--280,250-280,230-250,260--270
2022-09-05,Tomato,350-400,380--400,280--330,350--360,,330--350,340--350,320-340,,320--350
2022-09-06,Tomato,550-580,550--600,550--600,650--680,,550--600,440--480,450-480,550-580,580--650
2022-09-08,Tomato,280-300,250--280,230--250,,,240--260,,240-250,,270--300
2022-09-09,Tomato,160--180,240--260,190--200,,,150-170,,200-220,180-200,200--220
2022-09-11,Tomato,320--350,280-300,250--300,330--380,,250-320,280--300,260-280,250-280,320--350
2022-09-12,Tomato,120--150,100--120,110--130,130--150,,90-120,90--100,90-110,100-120,140--160
2022-09-12,Tomato,120--150,100--120,110--130,130--150,,90-120,90--100,90-110,100-120,140--160
2022-09-13,Tomato,200--220,240--250,170--200,220--240,,120-140,200--250,220-240,180-220,200--230
2022-09-14,Tomato,200--220,230--250,180--190,210--230,,120-140,200--220,210-230,160-200,180--220
2022-09-15,Tomato,180--200,180--200,170--200,210--220,,110-150,180--200,200-220,160-180,180--200
2022-09-16,Tomato,170--200,150--170,150--180,210--230,,140-170,170--190,180-200,150-170,180--200
2022-09-19,Tomato,120--140,110--120,110--130,200--210,,100-150,130--140,120-140,,140--160
2022-09-20,Tomato,130--150,100--120,80--100,170--180,,80-100,100--110,100-120,80-100,130--160
2022-09-21,Tomato,120--140,100--120,80--100,130--150,,70-100,80--100,100-110,70-80,120--150
2022-09-22,Tomato,120--140,100--110,80--100,140--150,,70-100,80--100,80-110,70-90,90--130
2022-09-23,Tomato,120--130,90--110,130--150,120--140,,80-100,100--110,90-110,90-110,100--120
2022-09-26,Tomato,190--200,150--160,150--170,160--180,,150-180,130--140,120-140,,150--190
2022-09-27,Tomato,180--200,170--180,140--170,170--180,,150-180,140--160,140-160,140-150,150--180
2022-09-28,Tomato,170--190,170--180,170--190,190--200,,170-200,150--170,160-180,150-170,180--200
2022-09-29,Tomato,200--220,170--180,160--180,220--240,,140-180,170--180,170-190,150-170,180--200
2022-09-30,Tomato,200--220,170--180,160--170,200--230,,130-150,170--180,180-190,160-180,180--200
2022-10-01,Tomato,120-130,120--130,120--130,140--150,,100--130,100-120,,,
2022-10-02,Tomato,100-120,100--120,90--110,110--120,,100--120,110-120,100--120,,
2022-10-02,Tomato,100-120,100--120,90--110,110--120,,100--120,110-120,100--120,,
2022-10-03,Tomato,280-300,260--280,230--240,270--280,170--200,230--250,230--250,240-260,230-250,260--270
2022-10-06,Tomato,520-550,480--500,450--500,580--600,,520--570,420--450,430-460,400-450,550--600
2022-10-08,Tomato,300-320,250--270,240--260,,,230--250,,220-230,280-300,250--300
2022-10-10,Tomato,180--200,200--210,180--200,,,250-300,200--210,190-210,,
2022-10-11,Tomato,320--330,350-370,270--300,350--380,,270-300,280--300,270-290,260-280,300--330
2022-10-13,Tomato,230--250,240--250,200--220,220--240,,200-250,220--240,210-230,200-230,200--240
2022-10-14,Tomato,230--250,250--280,260--280,230--250,,230-270,220--250,220-240,200-240,240--270
2022-10-17,Tomato,270--300,250--270,200--240,280--320,,270-300,250--270,260-280,,270--290
2022-10-18,Tomato,220--250,240--250,180--240,280--320,,220-250,230--250,230-240,210-240,260--280
2022-10-19,Tomato,250--260,200--220,160--220,250--300,,230-260,200--210,200-220,230-250,250--280
2022-10-20,Tomato,240--250,180--200,200--220,280--290,,200-250,190--200,180-200,160-180,240--280
2022-10-21,Tomato,200--250,160--180,180--220,250--290,,230-260,200--210,190-210,160-180,200--230
2022-10-25,Tomato,240--250,250--260,190--210,250--300,,230-250,180--200,170-190,170-190,250--300
2022-10-26,Tomato,240--250,200--220,200--230,270--290,,230-260,180--200,180-200,170-190,250--270
2022-10-27,Tomato,220--250,220--240,160--180,270--290,,230-250,180--190,190-200,200-220,250--270
2022-10-28,Tomato,200--230,230--250,200--230,270--280,,220-250,180--200,190-210,200-220,250--270
2022-10-31,Tomato,320--350,260--280,240--280,270--320,,250-270,240--250,230-250,,270--290
2022-11-01,Tomato,150-160,120--130,120--130,140--160,,100--130,100-120,120--140,,
2022-11-02,Tomato,110-120,130-140,90--110,115--125,,120--140,120-130,100--110,,
2022-11-02,Tomato,110-120,130-140,90--110,115--125,,120--140,120-130,100--110,,
2022-11-03,Tomato,300-330,260--280,250--270,270--280,160--200,230--260,250--270,250-270,240-260,250--270
2022-11-07,Tomato,160-180,140--160,130--140,210--220,,120--150,120--150,130-150,,200--250
2022-11-10,Tomato,220--250,170--200,170--180,200--220,,200-250,200--220,210-220,200-220,220--240
2022-11-11,Tomato,350--380,350-370,250--280,300--320,,280-310,280--300,290-310,280-300,330--380
2022-11-14,Tomato,350--380,250-280,250--300,,,330-350,280--300,260-290,,300--330
2022-11-15,Tomato,330--360,250-300,230--250,310--340,,290-320,300--320,280-300,260-280,300--330
2022-11-16,Tomato,330--350,250-280,200--240,320--370,,220-250,280--300,300-330,280-300,280--300
2022-11-17,Tomato,300--330,240-250,150--200,300--350,,220-270,210--230,220-240,200-240,260--300
2022-11-18,Tomato,300--350,230-250,230--250,280--330,,240-260,180--200,190-210,200-220,250--300
2022-11-21,Tomato,280--300,180-200,150--170,200--240,,150-200,130--140,140-160,,200--230
2022-11-22,Tomato,240--260,180--200,140--150,180--190,,150-200,100--120,110-130,100-120,170--200
2022-11-23,Tomato,150--170,150--180,150--170,140--170,,150-180,140--160,130-140,110-130,150--180
2022-11-24,Tomato,140--160,150--170,150--170,140--150,,150-200,140--150,140-160,120-140,150--180
2022-11-25,Tomato,200--220,150--160,140--160,140--170,,150-180,130--150,140-160,130-150,160--180
2022-11-28,Tomato,200--220,140--160,140--160,160--180,,150-180,120--130,130-140,,150--180
2022-11-29,Tomato,160--180,130--150,110--130,170--180,,120-140,100--120,120-130,100-120,160--180
2022-11-30,Tomato,230--250,120--150,120--140,160--180,,100-130,150--160,140-160,100-120,150--180
2022-12-01,Tomato,140-160,110--120,100--110,140--160,,110--150,140-160,140--160,,
2022-12-04,Tomato,250-280,230--250,150--170,240--260,160--200,150--180,200--220,200-220,170-210,220--230
2022-12-05,Tomato,450-500,,350--400,,,280--300,220--250,240-250,260-300,
2022-12-07,Tomato,140-160,160--180,120--140,180--200,,110--140,,130-140,140-160,150--190
2022-12-08,Tomato,300-330,270--280,250--260,,,220--250,300--320,320-340,350-380,
2022-12-09,Tomato,220--240,230--250,160--200,230--250,,150-180,240--250,230-250,,230--240
2022-12-10,Tomato,230--250,200--220,160--170,210--230,,200-250,220--230,200-220,210-220,230--250
2022-12-12,Tomato,160-180,120--130,100--120,120--140,,140--160,130--140,130-150,120-140,130--140
2022-12-12,Tomato,160-180,120--130,100--120,120--140,,140--160,130--140,130-150,120-140,130--140
2022-12-13,Tomato,160--180,100--120,110--130,140--160,,100-120,110--140,130-140,100-110,140--160
2022-12-13,Tomato,160--180,100--120,110--130,140--160,,100-120,110--140,130-140,100-110,140--160
2022-12-14,Tomato,150--160,120--130,120--130,130--150,,120-140,110--120,120-130,100-130,130--160
2022-12-14,Tomato,150--160,120--130,120--130,130--150,,120-140,110--120,120-130,100-130,130--160
2022-12-15,Tomato,160--180,120--130,120--130,140--150,,100-130,100--120,120-140,100-120,130--140
2022-12-15,Tomato,160--180,120--130,120--130,140--150,,100-130,100--120,120-140,100-120,130--140
2022-12-16,Tomato,170--200,120--140,120--130,140--150,,100-130,100--120,110-130,120-130,130--150
2022-12-16,Tomato,170--200,120--140,120--130,140--150,,100-130,100--120,110-130,120-130,130--150
2022-12-19,Tomato,160--180,90--100,100--120,130--140,,100-120,100--130,120-130,,140--150
2022-12-19,Tomato,160--180,90--100,100--120,130--140,,100-120,100--130,120-130,,140--150
2022-12-20,Tomato,170-180,100--110,100--130,140--150,,90--120,100--130,120-130,120-140,130--140
2022-12-20,Tomato,170-180,100--110,100--130,140--150,,90--120,100--130,120-130,120-140,130--140
2022-12-21,Tomato,140--160,130--140,100--120,140--170,,100-130,120--150,130-150,100-130,130--140
2022-12-21,Tomato,140--160,130--140,100--120,140--170,,100-130,120--150,130-150,100-130,130--140
2022-12-22,Tomato,120--150,100--120,120--140,140--150,,130-150,60--70,150-170,130-150,130--140
2022-12-22,Tomato,120--150,100--120,120--140,140--150,,130-150,60--70,150-170,130-150,130--140
2022-12-23,Tomato,180--200,120--140,150--180,150--170,,180-200,160--180,180-190,150-180,140--170
2022-12-23,Tomato,180--200,120--140,150--180,150--170,,180-200,160--180,180-190,150-180,140--170
2022-12-26,Tomato,180--200,200--210,200--230,220--230,,180-220,180--220,210-230,,
2022-12-26,Tomato,180--200,200--210,200--230,220--230,,180-220,180--220,210-230,,
2022-12-27,Tomato,180--200,200--220,160--200,230--260,,130-160,160--180,170-190,140-160,190--240
2022-12-27,Tomato,180--200,200--220,160--200,230--260,,130-160,160--180,170-190,140-160,190--240
2022-12-28,Tomato,180--200,180--200,120--140,230--260,,140-170,160--180,150-160,160-180,200--250
2022-12-28,Tomato,180--200,180--200,120--140,230--260,,140-170,160--180,150-160,160-180,200--250
2022-12-29,Tomato,160--180,150--170,140--160,200--220,,130-160,110--130,120-140,160-180,170--200
2022-12-29,Tomato,160--180,150--170,140--160,200--220,,130-160,110--130,120-140,160-180,170--200
2022-12-30,Tomato,200--220,160--180,140--160,200--240,,130-160,140--150,150-170,160-180,160--180
2022-12-30,Tomato,200--220,160--180,140--160,200--240,,130-160,140--150,150-170,160-180,160--180
2023-01-02,Tomato,160--180,170--180,170--200,180--200,90--120,160-180,150--160,140-160,150-170,180--200
2023-01-03,Tomato,150--170,130--150,120--130,150--200,140--160,90-120,120--140,120-140,,140--150
2023-01-06,Tomato,250--300,220--240,220--240,270--340,,240-260,180--220,200-220,,260--280
2023-01-09,Tomato,80--100,70--80,50--70,90--100,,50-60,70--100,80-100,,75--100
2023-01-11,Tomato,120--130,90--100,90--110,130--150,80--120,80-100,70--90,80-90,,110--120
2023-01-12,Tomato,380--400,320--350,350--400,320--370,,330-360,330--350,320-350,,360--380
2023-01-16,Tomato,200--220,150--170,160--170,160--200,100--120,140-160,170--180,170-180,,150--170
2023-01-17,Tomato,200--230,160--170,150--160,180--200,100--150,130-150,150--170,160-170,160-180,160--190
2023-01-18,Tomato,220--230,140--160,130--140,180--210,100--120,120-150,150--160,140-160,140-160,160--180
2023-01-19,Tomato,140--160,130--150,120--140,170--200,,100-130,140--150,140-160,120-140,150--170
2023-01-20,Tomato,150--180,140--150,130--150,160--200,90--100,110-130,130--140,140-160,120-150,130--160
2023-01-23,Tomato,150--160,120--130,100--120,140--150,100--140,70-100,90--100,120-140,,130--140
2023-01-24,Tomato,160--180,130--150,100--130,140--150,80--120,110-140,100--120,120-140,100-130,100--120
2023-01-25,Tomato,140--150,140--150,100--130,140--160,90--100,120-140,100--130,120-130,100-120,130--140
2023-01-26,Tomato,160--180,150--160,130--150,150--160,80--130,120-150,120--140,130-140,100-130,140--200
2023-01-27,Tomato,150--160,140--150,150--160,150--160,120--150,110-150,120--130,130-140,120-140,160--160
2023-01-30,Tomato,150--170,150--160,160--180,160--170,120--150,150-180,150--160,140-160,,160--180
2023-02-01,Tomato,180--200,120--130,80--120,,,100-120,90--110,100-120,,130--160
2023-02-02,Tomato,200--220,200--210,170--190,200--230,120--140,150-180,150--160,150-160,150-170,180--220
2023-02-03,Tomato,150--170,140--150,120--130,140--160,130--170,100-120,110--130,,,140--160
2023-02-05,Tomato,200--250,150--170,150--180,120--160,,100-130,150--160,140-160,,130--150
2023-02-06,Tomato,250--300,220--230,220--240,250--290,,240-260,,180-220,,250--280
2023-02-08,Tomato,200--220,200--220,180--200,,,180-200,180--200,220-230,,
2023-02-10,Tomato,80--120,70--100,50--60,100--130,,80-100,80--100,90-100,,100--120
2023-02-11,Tomato,150--180,80--100,100--120,130--150,80--100,90-110,70--85,80-90,,120--120
2023-02-13,Tomato,180--200,180--220,150--170,160--180,150--180,180-220,160--180,160-180,,190--220
2023-02-14,Tomato,140--150,160--180,140--160,180--230,170--200,150-200,150--160,60-80,150-170,170--220
2023-02-15,Tomato,150--170,140--160,150--170,160--200,170--180,130-150,150--160,160-170,150-170,150--200
2023-02-16,Tomato,150--160,150--170,160--170,150--170,130--140,170-200,140--160,150-160,120-150,160--200
2023-02-17,Tomato,140--160,190--210,140--150,170--220,100--120,160-190,150--170,150-160,140-160,170--190
2023-02-20,Tomato,160--180,170--180,140--160,170--220,150--160,180-200,200--220,180-220,,180--190
2023-02-21,Tomato,170--200,170--180,150--170,200--240,150--160,180-200,180--200,190-200,,170--200
2023-02-22,Tomato,160--180,160--170,150--160,180--200,120--140,150-170,150--170,180-190,,170--200
2023-02-23,Tomato,150--160,130--150,140--150,170--200,140--170,150-170,150--160,160-180,,170--200
2023-02-24,Tomato,150--170,160--180,160--180,160--220,120--150,140-160,150--160,140-160,,150--180
2023-02-27,Tomato,150--180,140--160,100--110,180--220,120--150,120-150,120--130,130-140,,140--160
2023-02-28,Tomato,150--160,130--150,110--130,140--180,130--150,100-120,130--150,120-140,,140--150
2023-03-01,Tomato,130--150,80--100,70--80,140--180,,50-80,80--100,100-120,70-80,110--150
2023-03-02,Tomato,200--220,190--200,180--210,220--230,120--150,180-210,170--190,180-200,160-180,200--220
2023-03-03,Tomato,130--150,150--160,120--130,150--180,100--140,100-120,130--150,130-150,,140--180
2023-03-04,Tomato,140--160,130--150,110--130,130--150,120--140,70-100,90--100,80-100,,110--140
2023-03-05,Tomato,200--250,200--230,170--200,100--150,,150-170,100--130,120-140,,160--180
2023-03-08,Tomato,200--220,200--210,110--130,210--230,,140-160,160--180,150-180,,200--230
2023-03-10,Tomato,80--100,80--90,60--80,90--100,,70-90,60--90,70-90,,85--100
2023-03-11,Tomato,180--200,80--100,110--130,130--150,70--80,110-130,90--110,80-100,,120--150
2023-03-13,Tomato,200--220,150--180,130--150,170--190,110--130,110-140,130--140,120-140,,140--160
2023-03-14,Tomato,200--220,130--150,130--150,200--220,120--150,120-130,130--140,130-140,,160--180
2023-03-15,Tomato,180--200,130--150,130--150,190--210,100--140,100-130,140--150,140-150,,150--170
2023-03-16,Tomato,200--220,140--150,150--160,170--200,100--140,120-140,130--150,140-150,,150--180
2023-03-17,Tomato,180--200,160--180,140--160,180--220,120--130,120-140,140--150,140-150,,160--180
2023-03-20,Tomato,200--220,180--200,110--130,200--250,100--130,140-160,160--170,150-170,,180--210
2023-03-21,Tomato,190--210,140--150,120--140,190--230,120--140,120-140,140--150,150-160,,180--200
2023-03-22,Tomato,160--180,130--150,140--160,180--220,120--150,110-130,150--160,150-160,,150--180
2023-03-23,Tomato,150--170,150--160,140--160,170--200,100--140,110-140,130--140,140-160,,180--220
2023-03-24,Tomato,150--160,150--160,140--150,170--200,120--150,120-140,130--140,120-140,,180--200
2023-03-27,Tomato,200--220,150--160,130--150,170--200,,120-140,140--150,130-150,,180--190
2023-03-28,Tomato,180--220,130--140,120--150,170--220,120--130,100-130,110--120,110-120,,170--180
2023-03-29,Tomato,160--180,130--150,90--120,170--200,130--150,100-120,100--110,100-120,,170--200
2023-03-30,Tomato,180--200,120--130,90--110,170--210,130--150,100-120,60--80,70-90,,150--180
2023-03-31,Tomato,200--220,110--120,80--100,140--180,130--140,60-80,70--80,80-90,,130--170
2023-04-01,Tomato,70--100,60--80,60--70,100--130,,50-70,50--70,70-80,60-80,90--100
2023-04-04,Tomato,140--160,100--130,80--110,140--180,80--120,70-90,,80-90,,120--150
2023-04-05,Tomato,200--250,220--230,170--200,180--230,,210-230,,130-150,,200--240
2023-04-07,Tomato,350--400,280--300,320--350,,,300-350,260--300,270-300,,
2023-04-08,Tomato,150--200,150--180,120--130,180--210,,100-130,160--180,160-180,,140--180
2023-04-09,Tomato,80--100,70--80,70--80,80--90,,50-60,70--90,80-90,,80--100
2023-04-10,Tomato,80--100,60--80,65--80,90--100,,80-100,70--90,70-80,,85--100
2023-04-12,Tomato,550--600,450--480,450--480,390--440,,450-470,450--500,480-500,,430--460
2023-04-17,Tomato,130--150,120--130,80--100,,120--150,100-120,70--80,70-80,,
2023-04-18,Tomato,150--160,120--130,70--80,,100--150,40-60,60--80,70-80,,140--170
2023-04-19,Tomato,100--120,120--130,60--70,140--180,100--130,30-40,60--70,60-80,,100--120
2023-04-20,Tomato,100--120,140--150,90--120,100--140,120--140,80-100,90--100,80-100,,80--120
2023-04-21,Tomato,100--120,120--140,100--110,120--200,150--200,90-120,80--90,80-90,,100--120
2023-04-24,Tomato,100--120,130--150,80--90,100--140,180--220,50-80,60--80,80-90,,100--110
2023-04-25,Tomato,120--140,100--120,80--100,120--180,170--200,60-85,70--80,80-90,,90--110
2023-04-26,Tomato,100--120,100--120,80--90,110--170,100--150,70-100,70--80,80-90,,100--110
2023-04-27,Tomato,120--140,120--150,80--100,120--170,130--160,60-85,70--90,80-90,,90--100
2023-04-28,Tomato,120--140,120--150,90--110,120--150,180--200,80-100,80--90,80-100,,100--120
2023-05-01,Tomato,70--100,60--80,70--90,80--100,,50-70,,70-90,70-80,70--100
2023-05-06,Tomato,200--250,150--170,170--200,280--320,,180-220,130--150,140-160,,240--280
2023-05-07,Tomato,350--380,280--300,320--350,,,300-330,300--350,320-340,,350--380
2023-05-09,Tomato,100--120,70--80,65--80,80--90,,50-60,70--90,80-90,,75--100
2023-05-10,Tomato,100--120,50--70,80--100,100--120,,90-110,60--70,70-80,,130--150
2023-05-12,Tomato,550--600,450--500,500--550,530--600,,470-520,450--500,460-500,,550--580
2023-05-15,Tomato,250--300,280--300,300--320,350--380,,320-350,200--250,220-250,,350--360
2023-05-16,Tomato,300--350,240--260,220--260,350--400,,250-300,150--160,160-170,,300--350
2023-05-17,Tomato,200--250,150--200,200--230,250--320,,290-320,150--160,160-170,,270--300
2023-05-18,Tomato,250--280,180--200,200--220,240--290,,240-280,150--170,160-170,,280--300
2023-05-19,Tomato,200--250,170--200,180--200,220--260,,200-230,150--170,150-170,,220--280
2023-05-22,Tomato,200--220,180--200,180--210,220--260,,220-250,150--170,160-180,,240--260
2023-05-23,Tomato,200--240,150--170,180--220,240--260,,210-250,160--170,160-180,,220--260
2023-05-24,Tomato,220--230,180--200,160--180,240--270,,180-220,170--180,160-180,,200--260
2023-05-25,Tomato,200--250,160--180,180--200,220--260,,180--200,,160--180,,220--250
2023-05-26,Tomato,220--260,180--200,200--220,240--270,,,180--190,180-200,,220--220
2023-05-29,Tomato,250--300,220--230,200--230,240--280,,220-250,200--210,200-220,,240--250
2023-05-30,Tomato,280--300,220--230,220--240,250--300,,220-250,200--210,200-220,,250--280
2023-06-02,Tomato,270--300,240--250,260--270,,150--180,230-260,240--250,250-260,,
2023-06-04,Tomato,140--160,100--120,80--100,,80--120,70-90,100--110,90-110,,
2023-06-06,Tomato,200--250,120--130,130--150,260--310,,,130--150,140-150,,200--250
2023-06-07,Tomato,320--400,330--350,320--340,,,330-350,290--320,300-320,,340--380
2023-06-09,Tomato,90--100,70--80,50--60,80--90,,50-60,70--90,80-90,,75--90
2023-06-10,Tomato,100--120,80--90,90--110,100--120,,90-110,60--70,60-80,,110--130
2023-06-11,Tomato,200--220,180--200,180--200,140--170,,200-220,140--160,150-160,,160--200
2023-06-12,Tomato,500--550,430--450,400--450,500--600,350--380,500-530,400--450,440-480,,530--570
2023-06-13,Tomato,200--220,180--200,160--180,220--250,,190-220,160--170,160-180,,200--250
2023-06-14,Tomato,220--240,170--200,170--190,200--240,,180-200,150--160,150-170,,220--250
2023-06-15,Tomato,180--200,160--180,160--180,190--220,,180-200,150--170,150-170,,190--230
2023-06-16,Tomato,180--200,150--180,160--180,200--240,,180-200,120--140,130-140,,200--230
2023-06-19,Tomato,180--200,150--180,150--160,170--190,,140-160,130--140,120-140,,180--200
2023-06-20,Tomato,180--200,160--170,110--130,180--200,,120-140,100--120,120-140,,160--200
2023-06-21,Tomato,150--160,150--170,100--120,150--190,,140-170,100--120,,,160--180
2023-06-22,Tomato,130--150,100--120,100--120,150--180,,140-160,100--120,,,150--200
2023-06-23,Tomato,150--160,100--120,120--140,140--170,,120--150,130--140,120--140,,140--150
2023-06-26,Tomato,150--180,160--180,180--220,160--180,,200-230,150--170,130-160,,160--180
2023-06-27,Tomato,220--250,190--200,220--250,180--210,,200-250,200--240,200-220,,160--220
2023-06-28,Tomato,300--320,280--300,250--280,220--260,,290-330,230--250,240-260,,230--280
2023-06-30,Tomato,280--300,280--300,250--270,300--350,,270-300,250--270,240-280,,280--330
2023-07-02,Tomato,280--300,240--260,220--250,280--320,130--150,200-240,220--250,250-260,200-240,280--320
2023-07-03,Tomato,150--160,140--150,100--120,,100--140,100-130,120--140,130-140,,
2023-07-06,Tomato,200--250,120--130,150--180,220--250,,150-180,130--140,120-140,,160--210
2023-07-07,Tomato,400--450,350--380,400--450,,,330-350,330--350,330-340,,330--360
2023-07-08,Tomato,150--180,120--130,120--130,170--180,,130-150,130--150,140-150,,150--190
2023-07-09,Tomato,90--100,70--80,45--65,70--80,,50-60,60--80,70-90,,70--80
2023-07-11,Tomato,260--280,180--200,160--200,180--220,,,,150-170,,220--240
2023-07-12,Tomato,450--500,480--500,400--450,500--590,350--400,480-520,450--470,440-480,,530--580
2023-07-13,Tomato,450--480,400--450,360--410,,,450-500,380--420,390-420,,430--480
2023-07-14,Tomato,400--450,400--450,400--430,,,450-480,350--400,340-360,,430--450
2023-07-17,Tomato,350--400,330--350,350--400,450--480,,430-480,350--380,360-380,,430--450
2023-07-18,Tomato,350--400,300--330,320--350,430--480,,350-400,280--320,310-330,,400--450
2023-07-19,Tomato,250--300,270--300,260--300,400--450,,340-380,220--250,290-320,,400--420
2023-07-20,Tomato,250--280,230--250,200--250,300--350,,240-270,180--200,170-190,,320--350
2023-07-21,Tomato,200--250,200--230,200--240,280--330,,200-250,180--200,160-180,,260--300
2023-07-24,Tomato,200--220,230--250,200--220,240--260,,200-220,200--220,190-220,,240--270
2023-07-25,Tomato,200--230,220--240,180--220,260--290,,200-230,190--210,200-220,,220--250
2023-07-26,Tomato,,200--210,180--200,250--280,,200-220,200--210,190-210,,240--250
